sentiment-1 : word-1,sentiment-0 : word-0,sentiment-1 : word-0,lemma,word_set,accuracy
3946,20778,21054,ating,{'ating'},25276
3381,21895,21619,action,"{'actioned', 'action', 'actions'}",25276
3321,21404,21679,leave,"{'leaves', 'leave', 'left', 'leaving'}",25275
9615,15110,15385,hr,{'hr'},25275
1706,23019,23294,ask,"{'asks', 'asked', 'ask', 'asking'}",25275
11065,13660,13935,pre,"{'pred', 'pre', 'pres'}",25275
465,24810,24535,chill,"{'chills', 'chilling', 'chilled', 'chill'}",25275
17845,6880,7155,os,{'os'},25275
42,24684,24958,remotely,{'remotely'},25274
616,24110,24384,vest,"{'vests', 'vest'}",25274
4139,20588,20861,ake,{'aking'},25273
775,24498,24225,fear,"{'fears', 'fearing', 'feared', 'fear'}",25273
43,24685,24957,motely,{'motely'},25272
2096,23176,22904,stat,"{'stat', 'stats'}",25272
235,24493,24765,blame,"{'blame', 'blamed', 'blaming', 'blames'}",25272
1940,23332,23060,range,"{'range', 'ranged', 'ranging', 'ranges'}",25272
658,24614,24342,memory,"{'memory', 'memories'}",25272
710,24019,24290,talkin,{'talkin'},25271
1934,23337,23066,pass,"{'passing', 'pass', 'passed', 'passes'}",25271
17986,6743,7014,be,{'ai'},25271
103,24626,24897,sera,{'sera'},25271
1234,24036,23766,soon,"{'soon', 'sooner'}",25270
766,23964,24234,hair,"{'hair', 'hairs'}",25270
3539,21731,21461,fo,{'fo'},25270
1787,23482,23213,smal,{'smal'},25269
638,24631,24362,achieve,"{'achieve', 'achieved', 'achieves', 'achieveing', 'achieving'}",25269
261,24470,24739,utterly,{'utterly'},25269
527,24742,24473,tradition,"{'tradition', 'traditions'}",25269
749,24519,24251,french,{'french'},25268
1001,24267,23999,focus,"{'focus', 'focused', 'focusing', 'focuses'}",25268
115,24618,24885,pile,"{'piled', 'piles', 'piling', 'pile'}",25267
445,24822,24555,unusual,{'unusual'},25267
896,23837,24104,exist,"{'exists', 'existed', 'exist'}",25267
1564,23169,23436,slo,{'slo'},25267
449,24817,24551,funniest,{'funniest'},25266
10729,14536,14271,um,{'um'},25265
666,24599,24334,magic,"{'magic', 'magics'}",25265
1146,24119,23854,dance,"{'dance', 'dances', 'danced', 'dancing'}",25265
1583,23682,23417,comin,{'comin'},25265
1222,24042,23778,crit,{'crit'},25264
1320,23416,23680,hool,{'hool'},25264
486,24250,24514,scare,"{'scaring', 'scare', 'scared', 'scares'}",25264
858,24406,24142,artist,"{'artists', 'artist'}",25264
111,24625,24889,irritating,{'irritating'},25264
1372,23891,23628,tran,"{'tran', 'trans'}",25263
1351,23386,23649,gettin,{'gettin'},25263
567,24696,24433,genius,"{'geniuses', 'genius'}",25263
572,24166,24428,filmmaker,"{'filmmaker', 'filmmakers'}",25262
681,24581,24319,em,{'em'},25262
228,24510,24772,slash,"{'slashed', 'slashes', 'slashing', 'slash'}",25262
331,24407,24669,chic,"{'chics', 'chic'}",25262
3056,22206,21944,dent,"{'denting', 'dented', 'dent'}",25262
631,24631,24369,hare,"{'hare', 'hares'}",25262
981,24281,24019,moo,{'moo'},25262
1062,24199,23938,step,"{'stepping', 'steps', 'step', 'stepped'}",25261
3331,21930,21669,earl,{'earl'},25261
530,24209,24470,spoiler,"{'spoilers', 'spoiler'}",25261
6614,18647,18386,sit,"{'sat', 'sitting', 'sit', 'sits'}",25261
913,24348,24087,unlike,{'unlike'},25261
1358,23903,23642,past,"{'past', 'pasts'}",25261
846,24414,24154,period,"{'periods', 'period'}",25260
877,24383,24123,difficult,{'difficult'},25260
1148,24112,23852,crim,"{'crims', 'crim'}",25260
4865,19875,20135,pea,"{'pea', 'peas'}",25260
794,24465,24206,veal,{'veal'},25259
1057,24202,23943,road,"{'road', 'roads'}",25259
483,24775,24517,compelling,{'compelling'},25258
458,24800,24542,lovin,{'lovin'},25258
530,24728,24470,favour,"{'favouring', 'favour', 'favours'}",25258
421,24836,24579,grit,"{'gritting', 'grit', 'grits'}",25257
48,24695,24952,unconvincing,{'unconvincing'},25257
83,24660,24917,horribly,{'horribly'},25257
415,24842,24585,contrast,"{'contrasting', 'contrasts', 'contrasted', 'contrast'}",25257
420,24324,24580,positive,"{'positives', 'positive'}",25256
262,24482,24738,fool,"{'fooling', 'fool', 'fools', 'fooled'}",25256
793,24463,24207,reveal,"{'revealing', 'reveal', 'reveals', 'revealed'}",25256
34,24710,24966,turkey,"{'turkey', 'turkeys'}",25256
1243,24013,23757,twist,"{'twisted', 'twist', 'twists'}",25256
493,24252,24507,wood,"{'wood', 'woods'}",25255
565,24690,24435,craft,"{'craft', 'crafting', 'crafts'}",25255
929,23816,24071,boa,{'boa'},25255
1210,24045,23790,date,"{'date', 'dateing', 'dated', 'dating', 'dates'}",25255
6731,18014,18269,tri,{'tri'},25255
464,24790,24536,reflect,"{'reflects', 'reflecting', 'reflect', 'reflected'}",25254
145,24601,24855,nonsense,"{'nonsenses', 'nonsense'}",25254
984,24270,24016,attention,"{'attentions', 'attention'}",25254
516,24738,24484,haunt,"{'haunt', 'haunted', 'haunts'}",25254
807,24447,24193,versa,{'versa'},25254
596,24657,24404,culture,"{'culture', 'cultures'}",25253
1101,24152,23899,site,"{'sites', 'site', 'siting', 'sited'}",25253
1265,23988,23735,lab,"{'lab', 'labs'}",25253
36,24711,24964,uninteresting,{'uninteresting'},25253
2512,22741,22488,sinc,{'sinc'},25253
17721,7026,7279,mi,{'mi'},25253
39,24708,24961,turk,"{'turk', 'turks'}",25253
789,23960,24211,pts,{'pts'},25251
4268,20983,20732,bot,"{'bots', 'bot'}",25251
2439,22812,22561,hte,{'hte'},25251
610,24139,24390,warn,"{'warns', 'warned', 'warn'}",25251
413,24838,24587,grip,"{'grip', 'gripped', 'gripping', 'grips'}",25251
2498,22752,22502,tale,"{'tales', 'tale'}",25250
1094,24156,23906,return,"{'return', 'returning', 'returned', 'returns'}",25250
266,24484,24734,torture,"{'torturing', 'tortures', 'tortured', 'torture'}",25250
51,24699,24949,appall,"{'appalls', 'appall'}",25250
233,24517,24767,walkin,{'walkin'},25250
1579,23670,23421,vat,"{'vats', 'vat'}",25249
1222,23529,23778,school,"{'schools', 'schooled', 'school'}",25249
759,24490,24241,truth,"{'truths', 'truth'}",25249
465,24784,24535,wart,"{'wart', 'warts'}",25249
1269,23980,23731,thrill,"{'thrill', 'thrilling', 'thrills', 'thrilled'}",25249
153,24599,24847,clichés,{'clichés'},25248
845,24403,24155,itis,{'itis'},25248
1046,23706,23954,prom,"{'proms', 'prom'}",25248
655,24592,24345,raft,"{'rafting', 'raft', 'rafts'}",25247
1958,22795,23042,rain,"{'raining', 'rain', 'rained', 'rains'}",25247
4233,20520,20767,akin,{'akin'},25247
126,24627,24874,hallow,"{'hallows', 'hallow'}",25247
341,24906,24659,notch,"{'notch', 'notched', 'notches'}",25247
614,24632,24386,genuine,{'genuine'},25246
3439,21316,21561,funny,"{'funnier', 'funnies', 'funny'}",25245
4580,20175,20420,bs,{'bs'},25245
299,24946,24701,extraordinary,{'extraordinary'},25245
2657,22098,22343,mate,"{'mated', 'mates', 'mating', 'mate'}",25245
911,24334,24089,natural,{'natural'},25245
2640,22605,22360,hang,"{'hanging', 'hang', 'hung', 'hanged', 'hangs'}",25245
132,24624,24868,hallo,{'hallo'},25244
565,24679,24435,surprisingly,{'surprisingly'},25244
425,24819,24575,strength,"{'strengths', 'strength'}",25244
1151,23605,23849,direction,"{'direction', 'directions'}",25244
1053,24190,23947,scape,"{'scape', 'scapes'}",25243
208,24549,24792,disgust,"{'disgusted', 'disgust', 'disgusts', 'disgusting'}",25243
534,24223,24466,possibly,{'possibly'},25243
693,24550,24307,popular,{'popular'},25243
667,24576,24333,social,"{'socials', 'social'}",25243
222,24536,24778,confusing,{'confusing'},25242
1042,23716,23958,cann,{'cann'},25242
117,24641,24883,shallow,"{'shallowest', 'shallower', 'shallow'}",25242
1740,23019,23260,word,"{'words', 'worded', 'word'}",25241
428,24331,24572,hick,{'hick'},25241
1112,24129,23888,cape,"{'cape', 'capes'}",25241
1193,24048,23807,sue,"{'suing', 'sue', 'sued', 'sues'}",25241
2731,22510,22269,hit,"{'hits', 'hit', 'hitting', 'hiting'}",25241
861,23898,24139,zo,{'zo'},25241
205,24555,24795,ugly,"{'ugliest', 'ugly'}",25240
1840,23400,23160,leve,{'leve'},25240
126,24634,24874,existent,{'existent'},25240
1568,23192,23432,cke,{'cking'},25240
2433,22328,22567,away,"{'aways', 'away'}",25239
2346,22893,22654,eye,"{'eying', 'eyeing', 'eye', 'eyes'}",25239
477,24762,24523,pact,"{'pacts', 'pact'}",25239
837,24401,24163,comb,"{'combs', 'combed', 'comb', 'combing'}",25238
1885,23353,23115,ream,"{'reams', 'reaming', 'ream'}",25238
815,24423,24185,crime,"{'crime', 'crimes'}",25238
548,24215,24452,weird,"{'weird', 'weirder', 'weirds', 'weirdest'}",25237
1462,23775,23538,overall,"{'overall', 'overalls'}",25237
3903,20860,21097,gg,{'gg'},25237
442,24795,24558,fab,{'fab'},25237
421,24816,24579,tragedy,"{'tragedy', 'tragedies'}",25237
566,24197,24434,etch,"{'etching', 'etched', 'etch', 'etches'}",25237
1872,23364,23128,tre,{'tres'},25236
619,24617,24381,mph,{'mph'},25236
126,24638,24874,dud,"{'duds', 'dud'}",25236
561,24203,24439,meh,{'meh'},25236
798,24437,24202,bon,"{'bon', 'bons'}",25235
917,24318,24083,husband,"{'husbands', 'husband'}",25235
77,24688,24923,asleep,{'asleep'},25235
1018,23747,23982,stuff,"{'stuff', 'stuffs', 'stuffing', 'stuffed'}",25235
4844,20390,20156,cent,"{'cents', 'cent'}",25234
640,24126,24360,forward,"{'forwarded', 'forward'}",25234
763,24471,24237,layer,"{'layer', 'layers'}",25234
104,24662,24896,asl,{'asl'},25234
2209,22557,22791,opp,{'opp'},25234
434,24800,24566,quiet,"{'quieted', 'quiet', 'quietest'}",25234
279,24954,24721,perfection,{'perfection'},25233
287,24946,24713,marvelous,{'marvelous'},25233
1021,23746,23979,tuff,{'tuff'},25233
20652,4581,4348,si,{'si'},25233
252,24515,24748,retch,{'retch'},25233
2486,22747,22514,ingly,{'ingly'},25233
5295,19938,19705,long,"{'longest', 'longed', 'longs', 'longing', 'long'}",25233
2375,22393,22625,fig,"{'fig', 'figs', 'figged'}",25232
475,24757,24525,individual,"{'individuals', 'individual'}",25232
2545,22687,22455,ek,{'ek'},25232
557,24675,24443,pleasant,{'pleasant'},25232
1050,24182,23950,sage,"{'sage', 'sages'}",25232
1563,23669,23437,indi,{'indi'},25232
1320,23448,23680,oil,"{'oil', 'oils', 'oiling'}",25232
864,24368,24136,politic,"{'politic', 'politics'}",25232
2025,23207,22975,close,"{'closes', 'closed', 'closest', 'closer', 'closing', 'close'}",25232
408,24361,24592,hardly,{'hardly'},25231
902,24329,24098,mix,"{'mix', 'mixed', 'mixes', 'mixing'}",25231
393,24838,24607,nicely,{'nicely'},25231
2392,22838,22608,bin,"{'binned', 'bins', 'bin'}",25230
527,24243,24473,mistake,"{'mistaken', 'mistake', 'mistook', 'mistakes', 'mistaking'}",25230
1094,23676,23906,credit,"{'credits', 'crediting', 'credited', 'credit'}",25230
321,24449,24679,mouth,"{'mouth', 'mouths', 'mouthing'}",25230
742,24487,24258,clever,"{'clever', 'cleverest'}",25229
73,24698,24927,ludicrous,{'ludicrous'},25229
1642,23129,23358,choo,{'choo'},25229
1023,23748,23977,stay,"{'stay', 'stayed', 'staying', 'stays'}",25229
1509,23720,23491,aged,{'aged'},25229
3613,21158,21387,hoo,{'hoo'},25229
558,24670,24442,brut,{'brut'},25228
296,24932,24704,haunting,"{'haunting', 'hauntings'}",25228
144,24628,24856,pretentious,{'pretentious'},25228
10836,14392,14164,ment,{'ment'},25228
433,24339,24567,purpose,"{'purposes', 'purposed', 'purpose'}",25228
338,24434,24662,doll,"{'doll', 'dolls'}",25228
4630,20143,20370,throug,{'throug'},25227
9607,15620,15393,run,"{'runing', 'ran', 'running', 'runs', 'run'}",25227
520,24707,24480,national,"{'national', 'nationals'}",25227
761,24012,24239,grad,"{'grad', 'grads'}",25227
817,23957,24183,value,"{'value', 'valuing', 'values', 'valued'}",25226
723,24051,24277,single,"{'singles', 'singled', 'single', 'singling'}",25226
2652,22122,22348,ping,"{'ping', 'pinging'}",25226
554,24672,24446,compel,"{'compels', 'compel', 'compelled'}",25226
197,24577,24803,unreal,{'unreal'},25226
493,24281,24507,dim,"{'dimming', 'dim', 'dimmest', 'dims', 'dimmed'}",25226
101,24673,24899,pall,"{'palls', 'pall'}",25226
494,24281,24506,sick,"{'sick', 'sicks', 'sickest'}",25225
679,24096,24321,p.m.,{'pm'},25225
599,24176,24401,boar,"{'boars', 'boar'}",25225
24404,372,596,ha,{'ha'},25224
393,24831,24607,deeply,{'deeply'},25224
243,24533,24757,stereotype,"{'stereotypes', 'stereotype'}",25224
636,24588,24364,intelligent,{'intelligent'},25224
237,24540,24763,chick,"{'chicks', 'chick'}",25223
1353,23870,23647,nist,{'nist'},25223
752,24471,24248,lever,"{'lever', 'levered', 'levers'}",25223
1155,24068,23845,town,"{'town', 'towns'}",25223
2792,21985,22208,cid,{'cid'},25223
196,24582,24804,explanation,"{'explanations', 'explanation'}",25222
638,24140,24362,stake,"{'stakes', 'staking', 'stake', 'staked'}",25222
1068,24154,23932,opinion,"{'opinions', 'opinion'}",25222
1319,23903,23681,soo,{'soo'},25222
196,24583,24804,xplanation,{'xplanation'},25221
42,24737,24958,idiotic,{'idiotic'},25221
708,24513,24292,alter,"{'altered', 'alters', 'altering', 'alter'}",25221
598,24181,24402,board,"{'board', 'boarded', 'boards'}",25221
481,24299,24519,development,"{'development', 'developments'}",25220
1825,23395,23175,adv,{'adv'},25220
705,24075,24295,straigh,{'straigh'},25220
145,24636,24855,junk,{'junk'},25219
157,24624,24843,somebody,"{'somebodies', 'somebody'}",25219
1486,23295,23514,talent,"{'talent', 'talents'}",25219
808,24411,24192,stern,"{'stern', 'sternest'}",25219
705,24076,24295,straight,"{'straighter', 'straight', 'straights'}",25219
456,24326,24544,project,"{'projects', 'projecting', 'project', 'projected'}",25218
437,24781,24563,impact,"{'impact', 'impacts', 'impacted'}",25218
407,24811,24593,fold,"{'folded', 'folding', 'fold', 'folds'}",25218
749,24469,24251,british,{'british'},25218
940,24278,24060,remain,"{'remaining', 'remained', 'remain', 'remains'}",25218
1084,24134,23916,ager,"{'agers', 'ager'}",25218
179,24603,24821,slasher,"{'slashers', 'slasher'}",25218
470,24748,24530,estival,{'estival'},25218
64,24719,24936,mildly,{'mildly'},25217
748,24469,24252,express,"{'expressed', 'expresses', 'expressing', 'express'}",25217
524,24692,24476,innocent,"{'innocents', 'innocent'}",25216
687,24529,24313,struggle,"{'struggled', 'struggling', 'struggle', 'struggles'}",25216
13,24771,24987,stinker,"{'stinker', 'stinkers'}",25216
1897,23319,23103,feat,"{'feats', 'feat'}",25216
599,24617,24401,impressive,{'impressive'},25216
95,24689,24905,painfully,{'painfully'},25216
690,24526,24310,gage,"{'gage', 'gaging'}",25216
344,24871,24656,unfold,"{'unfolding', 'unfold', 'unfolded', 'unfolds'}",25215
809,23976,24191,tack,"{'tack', 'tacked', 'tacks', 'tacking'}",25215
256,24959,24744,lawless,{'lawless'},25215
1248,23967,23752,ward,"{'wards', 'warding'}",25215
1314,23471,23686,allow,"{'allows', 'allowing', 'allowed', 'allow'}",25215
398,24387,24602,stroy,{'stroy'},25215
160,24626,24840,endless,{'endless'},25214
95,24691,24905,painfull,{'painfull'},25214
777,24437,24223,singe,"{'singing', 'singe'}",25214
243,24971,24757,flawless,{'flawless'},25214
2251,22535,22749,appear,"{'appeared', 'appear', 'appears', 'appearing'}",25214
297,24916,24703,freedom,"{'freedoms', 'freedom'}",25213
6852,17935,18148,sing,"{'sung', 'sing', 'sang', 'sings'}",25213
1193,24020,23807,tone,"{'toned', 'tones', 'tone', 'toning'}",25213
246,24541,24754,absurd,{'absurd'},25213
162,24625,24838,unnecessary,{'unnecessary'},25213
39,24748,24961,appalling,{'appalling'},25213
1076,24137,23924,broth,{'broth'},25213
937,24276,24063,eale,{'ealing'},25213
263,24949,24737,breathtaking,{'breathtaking'},25212
558,24654,24442,shine,"{'shines', 'shining', 'shine', 'shone'}",25212
24,24764,24976,tinker,"{'tinkered', 'tinker', 'tinkers'}",25212
857,23931,24143,fire,"{'fired', 'fire', 'fires', 'firing'}",25212
356,24855,24644,ideal,"{'ideal', 'ideals'}",25211
351,24860,24649,gentle,"{'gentle', 'gentlest'}",25211
520,24691,24480,complain,"{'complain', 'complaining', 'complains', 'complained'}",25211
333,24878,24667,exceptional,{'exceptional'},25211
353,24858,24647,cope,"{'coping', 'cope', 'coped', 'copes'}",25211
4673,20116,20327,sup,"{'sup', 'supped'}",25211
1561,23228,23439,type,"{'typing', 'type', 'types', 'typed'}",25211
1499,23290,23501,couple,"{'couple', 'couples', 'coupled'}",25211
2247,22542,22753,hope,"{'hopeing', 'hope', 'hoping', 'hoped', 'hopes'}",25211
265,24945,24735,poignant,{'poignant'},25210
203,24587,24797,mild,"{'mild', 'mildest'}",25210
433,24777,24567,breakin,{'breakin'},25210
644,24146,24356,finish,"{'finish', 'finished', 'finishing', 'finishes'}",25210
420,24790,24580,influence,"{'influence', 'influences', 'influenced'}",25210
548,24242,24452,average,"{'averaged', 'averages', 'average', 'averaging'}",25210
296,24494,24704,wow,"{'wowing', 'wowed', 'wow', 'wows'}",25210
1515,23695,23485,lone,{'lone'},25210
1266,23943,23734,part,"{'parted', 'parting', 'parts'}",25209
519,24690,24481,brutal,{'brutal'},25209
22838,1953,2162,ch,{'ch'},25209
18,24773,24982,incoherent,{'incoherent'},25209
6536,18255,18464,meet,"{'met', 'meets', 'meet'}",25209
2702,22507,22298,lease,"{'lease', 'leased', 'leasing'}",25209
1419,23372,23581,ready,"{'ready', 'readying', 'readies'}",25209
109,24682,24891,redo,"{'redid', 'redo', 'redoing'}",25209
969,24240,24031,rick,"{'ricks', 'rick'}",25209
791,24418,24209,secret,"{'secret', 'secrets'}",25209
3824,21385,21176,sure,"{'surer', 'sure', 'surest'}",25209
496,24296,24504,jump,"{'jump', 'jumped', 'jumps', 'jumping'}",25208
219,24573,24781,dollar,"{'dollars', 'dollar'}",25208
633,24575,24367,german,{'german'},25208
443,24765,24557,courage,{'courage'},25208
1302,23490,23698,hone,"{'hone', 'honed', 'hones', 'honing'}",25208
855,24353,24145,flu,{'flu'},25208
453,24755,24547,fellow,"{'fellow', 'fellows'}",25208
167,24625,24833,sake,"{'sake', 'sakes'}",25208
75,24717,24925,clichéd,{'clichéd'},25208
347,24445,24653,pap,"{'paps', 'pap'}",25208
389,24819,24611,childhood,"{'childhoods', 'childhood'}",25208
1321,23471,23679,isten,{'isten'},25208
29,24763,24971,miserably,{'miserably'},25208
789,24419,24211,photograph,"{'photographed', 'photographing', 'photographs', 'photograph'}",25208
879,24329,24121,street,"{'streets', 'street'}",25208
258,24535,24742,chop,"{'chopped', 'chop', 'chopping', 'chops'}",25207
28,24765,24972,uninspired,{'uninspired'},25207
1380,23414,23620,exam,"{'exams', 'exam'}",25206
152,24642,24848,dimensional,{'dimensional'},25206
636,24570,24364,engage,"{'engage', 'engages', 'engaged', 'engaging'}",25206
199,24595,24801,naked,{'naked'},25206
1157,24049,23843,tree,"{'trees', 'tree'}",25206
1916,23289,23084,rage,"{'rage', 'rages', 'raged', 'raging'}",25205
638,24157,24362,material,"{'materials', 'material'}",25205
487,24718,24513,fait,{'fait'},25205
396,24399,24604,destroy,"{'destroy', 'destroying', 'destroys', 'destroyed'}",25205
137,24658,24863,unrealistic,{'unrealistic'},25205
330,24466,24670,dime,"{'dimes', 'dime'}",25204
1230,23974,23770,deserve,"{'deserving', 'deserve', 'deserves', 'deserved'}",25204
558,24238,24442,victim,"{'victim', 'victims'}",25204
486,24718,24514,faith,"{'faith', 'faiths'}",25204
235,24561,24765,scientist,"{'scientist', 'scientists'}",25204
23885,911,1115,ed,{'ed'},25204
1852,23351,23148,mic,"{'mic', 'mics'}",25203
1244,23959,23756,term,"{'termed', 'terms', 'term'}",25203
273,24930,24727,captivate,"{'captivates', 'captivating', 'captivated', 'captivate'}",25203
1532,23265,23468,coup,"{'coups', 'coup'}",25203
1416,23786,23584,rug,"{'rugs', 'rug'}",25202
24493,305,507,ng,"{'ng', 'ngs'}",25202
876,24326,24124,iron,"{'ironing', 'iron', 'ironed', 'irons'}",25202
161,24637,24839,fund,"{'funds', 'fund', 'funded'}",25202
588,24614,24412,ung,{'unger'},25202
363,24839,24637,debut,"{'debuts', 'debuting', 'debuted', 'debut'}",25202
125,24673,24875,creaming,{'creaming'},25202
2343,22456,22657,ply,"{'plies', 'ply', 'plied', 'plying'}",25201
1264,23937,23736,gel,"{'gel', 'gels', 'gelling', 'gelled'}",25201
1972,23229,23028,open,"{'opened', 'opening', 'opens', 'open'}",25201
598,24603,24402,animation,"{'animations', 'animation'}",25201
1505,23695,23495,fit,"{'fit', 'fittest', 'fits', 'fitted'}",25200
469,24331,24531,incredibly,{'incredibly'},25200
793,24407,24207,photog,{'photog'},25200
1132,24068,23868,vert,{'vert'},25200
428,24772,24572,marriage,"{'marriages', 'marriage'}",25200
656,24144,24344,mater,{'mater'},25200
3308,21892,21692,rot,"{'roting', 'rotting', 'rotted', 'rots', 'rot'}",25200
765,24434,24235,oral,{'oral'},25199
137,24664,24863,contrive,"{'contrives', 'contriving', 'contrived', 'contrive'}",25199
591,24608,24409,lore,{'lore'},25199
60,24741,24940,stupidity,"{'stupidities', 'stupidity'}",25199
655,24544,24345,grand,"{'grand', 'grands', 'grandest'}",25199
1475,23723,23525,spite,"{'spites', 'spiting', 'spite'}",25198
484,24714,24516,rook,{'rook'},25198
370,24827,24630,sharp,"{'sharp', 'sharper', 'sharpest'}",25197
367,24830,24633,surreal,{'surreal'},25197
48,24755,24952,embarrassed,{'embarrassed'},25197
863,24334,24137,message,"{'message', 'messages'}",25197
151,24653,24849,terribly,{'terribly'},25196
3072,22124,21928,rag,"{'rags', 'rag', 'ragging'}",25196
380,24424,24620,remake,"{'remaking', 'remake', 'remakes'}",25196
19,24785,24981,unwatch,{'unwatch'},25196
18187,7009,6813,wit,"{'wits', 'wit'}",25196
452,24743,24548,harp,"{'harps', 'harped', 'harp'}",25195
790,24405,24210,issue,"{'issuing', 'issues', 'issue', 'issued'}",25195
704,24491,24296,ultimate,{'ultimate'},25195
477,24328,24523,credibly,{'credibly'},25195
176,24629,24824,cgi,"{'cgis', 'cgi'}",25195
421,24774,24579,marriag,{'marriag'},25195
4470,20725,20530,pin,"{'pinning', 'pin', 'pins', 'pinned'}",25195
682,24123,24318,clearly,{'clearly'},25195
3214,21981,21786,early,"{'earlier', 'early', 'earliest'}",25195
606,24200,24394,storyline,"{'storylines', 'storyline'}",25194
229,24965,24771,unforgettable,{'unforgettable'},25194
398,24408,24602,footage,"{'footage', 'footages'}",25194
452,24742,24548,pleasure,"{'pleasuring', 'pleasured', 'pleasure', 'pleasures'}",25194
2336,22471,22664,sound,"{'sound', 'sounds', 'sounding', 'sounded'}",25193
600,24207,24400,lap,"{'laps', 'lapped', 'lap', 'lapping'}",25193
626,24567,24374,caugh,{'caugh'},25193
3384,21423,21616,shall,"{'sha', 'shall'}",25193
708,24484,24292,collect,"{'collected', 'collecting', 'collects', 'collect'}",25192
1834,23358,23166,base,"{'based', 'base', 'basest', 'bases', 'basing'}",25192
1274,23534,23726,all,{'alls'},25192
796,24012,24204,ourself,{'ourself'},25192
2644,22548,22356,roo,{'roo'},25192
1518,23290,23482,case,"{'cased', 'case', 'cases'}",25192
394,24798,24606,hearted,{'hearted'},25192
273,24535,24727,wearin,{'wearin'},25192
411,24780,24589,generation,"{'generations', 'generation'}",25191
947,24244,24053,somewhat,{'somewhat'},25191
44,24765,24956,boredom,{'boredom'},25191
405,24786,24595,rival,"{'rivalled', 'rivaling', 'rivals', 'rivaled', 'rivalling', 'rival'}",25191
380,24429,24620,rape,"{'rapeing', 'rape', 'raping', 'raped', 'rapes'}",25191
276,24914,24724,gritty,"{'grittier', 'grittiest', 'gritty'}",25190
627,24563,24373,imo,{'imo'},25190
880,23930,24120,honest,{'honest'},25190
575,24615,24425,receive,"{'receives', 'received', 'receive', 'receiving'}",25190
589,24599,24411,broad,"{'broadest', 'broad', 'broads', 'broader'}",25188
414,24774,24586,tempo,{'tempo'},25188
1196,23992,23804,genre,"{'genre', 'genres'}",25188
14,24798,24986,unwatchable,{'unwatchable'},25188
697,24491,24303,battle,"{'battle', 'battled', 'battles', 'battling'}",25188
409,24779,24591,thoroughly,{'thoroughly'},25188
568,24619,24432,glad,{'glad'},25187
969,23844,24031,lock,"{'locks', 'locked', 'locking', 'lock'}",25187
442,24745,24558,explore,"{'exploring', 'explore', 'explored', 'explores'}",25187
366,24821,24634,spectacular,"{'spectacular', 'spectaculars'}",25187
115,24698,24885,bys,{'bys'},25187
97,24716,24903,continuity,"{'continuities', 'continuity'}",25187
613,24574,24387,mood,"{'mood', 'moods'}",25187
451,24362,24549,witch,"{'witch', 'witches', 'witching'}",25187
312,24501,24688,creature,"{'creature', 'creatures'}",25187
889,24298,24111,tap,"{'tapped', 'tapping', 'taps', 'tap'}",25187
3381,21805,21619,main,{'main'},25186
3484,21330,21516,big,"{'big', 'biggest', 'bigger'}",25186
118,24696,24882,offensive,"{'offensive', 'offensives'}",25186
713,24473,24287,business,"{'business', 'businesses'}",25186
1278,23908,23722,ison,{'ison'},25186
1487,23699,23513,sequence,"{'sequence', 'sequences', 'sequenced'}",25186
1258,23556,23742,quality,"{'qualities', 'quality', 'qualitys'}",25186
527,24288,24473,sher,{'sher'},25185
312,24873,24688,poet,"{'poet', 'poets'}",25185
746,24439,24254,chem,{'chem'},25185
314,24501,24686,paper,"{'papers', 'paper'}",25185
436,24749,24564,tight,"{'tighter', 'tights', 'tight'}",25185
148,24667,24852,cash,"{'cash', 'cashing', 'cashed', 'cashes'}",25185
428,24757,24572,thorough,{'thorough'},25185
790,24394,24210,television,"{'television', 'televisions'}",25184
642,24542,24358,visit,"{'visited', 'visits', 'visiting', 'visit'}",25184
412,24772,24588,otch,{'otch'},25184
368,24816,24632,tacular,{'tacular'},25184
12591,12225,12409,ood,{'ood'},25184
469,24715,24531,mori,{'mori'},25184
1608,23576,23392,pace,"{'paced', 'pace', 'paces'}",25184
858,24326,24142,workin,{'workin'},25184
130,24687,24870,nuit,{'nuit'},25183
960,24223,24040,respect,"{'respecting', 'respected', 'respect', 'respects'}",25183
508,24675,24492,reake,{'reaking'},25183
614,24569,24386,holo,{'holo'},25183
288,24895,24712,nominate,"{'nominating', 'nominates', 'nominated', 'nominate'}",25183
462,24720,24538,animate,"{'animate', 'animating', 'animated', 'animates'}",25182
248,24934,24752,chilling,{'chilling'},25182
424,24758,24576,civil,{'civil'},25182
208,24974,24792,superbly,{'superbly'},25182
346,24836,24654,perspective,"{'perspectives', 'perspective'}",25182
452,24730,24548,pine,"{'pined', 'pining', 'pine', 'pines'}",25182
373,24808,24627,trait,"{'trait', 'traits'}",25181
233,24948,24767,masterful,{'masterful'},25181
821,24360,24179,cry,"{'cried', 'cry', 'cries', 'crying'}",25181
692,24489,24308,reed,"{'reeds', 'reed'}",25181
417,24764,24583,animated,{'animated'},25181
513,24307,24487,exec,"{'exec', 'execs'}",25180
1565,23615,23435,ax,{'ax'},25180
683,24497,24317,moral,"{'moral', 'morals'}",25180
519,24661,24481,smile,"{'smiling', 'smiles', 'smiled', 'smile'}",25180
3015,22165,21985,worth,"{'worth', 'worths'}",25180
75,24745,24925,noxious,{'noxious'},25180
389,24431,24611,card,"{'card', 'cards'}",25180
1334,23846,23666,strange,"{'stranger', 'strangest', 'strange'}",25180
